Factories_name;Parent_companies_name;Country_parent;Address_1_factory;Address_2_factory;Address_3_factory;City_factory;Zip_Code_factory;Province_State_factory;countrycode;country_parent_num;factory_parent_different;Product_Categories_grp;b1_Adidas;b2_ASICS;b3_ASOS;b4_CandA;b5_Debenhams;b6_Esprit;b7_GAP;b8_G_STAR;b9_HandM;b10_MandS;b11_NIKE;b12_Pentland;b13_Primark;b14_PUMA;b15_Under_Armour;b16_VF_Corp;b17_Amer_Sports;b18_Bestseller;b19_KappAhl;b20_New_Balance;b21_Levi_Strauss;b22_PVH;b23_Tesco;b24_UNIQLO;TOTAL_BRANDS;employees_p_factory;nonmbrs;b1_Adidas_DICH;b2_ASICS_DICH;b3_ASOS_DICH;b4_CandA_DICH;b5_Debenhams_DICH;b6_Esprit_DICH;b7_GAP_DICH;b8_G_STAR_DICH;b9_HandM_DICH;b10_MandS_DICH;b11_NIKE_DICH;b12_Pentland_DICH;b13_Primark_DICH;b14_PUMA_DICH;b15_Under_Armour_DICH;b16_VF_Corp_DICH;b17_Amer_Sports_DICH;b18_Bestseller_DICH;b19_KappAhl_DICH;b20_New_Balance_DICH;b21_Levi_Strauss_DICH;b22_PVH_DICH;b23_Tesco_DICH;b24_UNIQLO_DICH;employees_p_factory_gt1000;ownership_grp;TOTAL_BRANDS16;TOTAL_BRANDS16_dich;femployees_p_factory;EPZ;Country
Jose Alejandro Castro SA de CV;Jose Alejandro Castro SA de CV;MX;Lago de Tlahuac # 113, entre Lago Chapala y Pie de La Cuesta Col. Lomas De San Pablo;;;Santiago de Querétaro;76125;Querétaro;484;484;0;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;0;Mexico
Karla Matilde de la Mora Brito SA de CV;Karla Matilde de la Mora Brito SA de CV;MX;12 Poniente # 1703-B, Barrio de San Miguelito;;;Puebla de Zaragoza;72090;Puebla;484;484;0;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;0;Mexico
Keepe Shoes SA. de CV.;Keepe Shoes SA. de CV.;MX;Circuito Alizarina # 301, Parque Industrial Ecológico de León, Col. Santa Rosa, Plan de Ayala - León,;;;León;37260;Guanajuato;484;484;0;3;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;1;Mexico
Lava Export SA de CV;Lava Export SA de CV;MX;Km. 1 , Carretera a San Bartolo Teontepec S/N, sin ;;;Tepanco De Lopez;75809;Puebla;484;484;0;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;0;Mexico
Lavanderia Ssential SA de CV;Lavanderia Ssential SA de CV;MX;Calle 6A # 1919, Col. Ferrocarril;;;Guadalajara;44440;Jalisco;484;484;0;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;0;Mexico
Leticia Pammy SA. de CV.;Leticia Pammy SA. de CV.;MX;Calzada de la Naranja # 124, Fracc Industrial Alce Blanco;;;Naucalpan;53770;Edomex;484;484;0;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;0;Mexico
Manufacturera de Moda y Piel SA de CV;Moda Piel;MX;Circuito Luxma # 141, Col. Poligono Industria Milenio;;;León;37290;Guanajuato;484;484;1;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;-9;0;Mexico
Manufacturera San Roque SA de CV;Manufacturera San Roque SA de CV;MX;Carretera San Francisco - El Maguey Km3, Col. El Maguey, San Francisco del Rincon;;;San Francisco del Rincón;36446;Guanajuato;484;484;0;3;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;0;Mexico
Maquiladora Textilera de Sahuayo SA de CV;Maquiladora Textilera de Sahuayo SA de CV;MX;Jose Luis Zapien Valencia # 2300, Col. Tuna Manza, Sahuayo;;;Sahuayo ;59000;Michoacán;484;484;0;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;0;Mexico
Maquiladora Vivanco SA de CV;Maquiladora Vivanco SA de CV;MX;Federacion # 337, Col. La Perla;;;Guadalajara;44360;Jalisco;484;484;0;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;0;Mexico
Maquilas y Confecciones Azul Textil S de RL de CV;Maquilas y Confecciones Azul Textil S de RL de CV;MX;Calle Maximino Ávila Camacho # 524, CP. 73950 -San Juan Xiutetelco;;;San Juan Xiutetelco;73950;Puebla;484;484;0;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;0;Mexico
Maria Guadalupe Lopez Cornejo Print Design;Maria Guadalupe Lopez Cornejo Print Design;MX;Benito Juárez # 17, Interior 13, Blvd. Uriangato y Reforma, San José, Localidad La Cinta;;;Uriangato;38980;Guanajuato;484;484;0;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;0;Mexico
Maricela Martinez Ramirez / Arquimedes Resendiz Ponce ;Maricela Martinez Ramirez / Arquimedes Resendiz Ponce ;MX / MX;5 de Mayo # 104-A, Col. Centro - Municipio Chignahutla;;;Chignautla;73950;Puebla;484;1025;0;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;-9;0;Mexico
Martha Angela Lara Rodriguez Sa de CV;Martha Angela Lara Rodriguez Sa de CV;MX;4 Poniente # 102-A, Col. Centro - Tehuacán, ;;;Tehuacán;72020;Puebla;484;484;0;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;0;Mexico
Martín Jiménez Estrada (Empaque Jiménez);Martín Jiménez Estrada (Empaque Jiménez);MX;12 Norte # 212, Col. Aquiles Serdan,75750,Tehuacá;;;Tehuacán;75750;Puebla;484;484;0;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;0;Mexico
Marylin Fitness SA de CV;Marylin Fitness SA de CV;MX;Calle Protón # 1, entre Calle Olmeca y Urbina, Col. Parque Industrial Naucalpan, Naucalpan de Juárez,;;;Naucalpan;53370;Edomex;484;484;0;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;1;Mexico
Mazada Garment / Jerico y Compania SA de CV;Mazada Garment / Jerico y Compania SA de CV;MX;Circuito Juan Pablo II # 275, Col. Francia Norte - Teziutlan, Puebla;;;Teziutlan;73870;Puebla;484;484;0;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;0;Mexico
Moda Shellys SA de CV;Moda Shellys SA de CV;MX;Carr. Cueramaro Km. 22, Col. El Tomate - San Francisco del Rincon;;;San Francisco del Rincón;37297;Guanajuato;484;484;0;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;0;Mexico
Modas Infantiles Tabitas SA de CV;Modas Infantiles Tabitas SA de CV;MX;Baluarte # 195, Col. Del Carmen, Lagos De Moreno,;;;Lagos de Moreno;47490;Jalisco;484;484;0;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;0;Mexico
Multiconfecciones Empresariales Angel polis SA de CV;Multiconfecciones Empresariales Angel polis SA de CV;MX;Calle Ignacio Zaragoza # 430, Col. San Lorenzo Teotipilco, CP. 75855 - Tehuacán;;;Tehuacán;75855;Puebla;484;484;0;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;0;Mexico
Ofelia Lopez Cornejo Cortemak SA de CV;Ofelia Lopez Cornejo Cortemak SA de CV;MX;Benito Juárez # 17, Interior 3, Blvd. Uriangato y Reforma, San José, Localidad La Cinta;;;Uriangato;38980;Guanajuato;484;484;0;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;0;Mexico
Paladin, S.A. de C.V.;Paladin SA de C.V.;MX;Río Soto La Marina # 203, Col. Fraccionamiento San Miguel - León;;;León;37460;Guanajuato;484;484;0;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;0;-9;-9;-9;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;1;-9;0;Mexico
Raul Huerta Galvan SA de CV;Raul Huerta Galvan SA de CV;MX;Nube # 424, Col. Paseos Universidad - Zapopan;;;Zapopan;45235;Jalisco;484;484;0;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;0;Mexico
Raythom Apparel Corporation SA de CV;Raythom Apparel Corporation SA de CV;MX;Becerra # 20, Col. Tacubaya,11870,Del. Miguel Hidalgo, ;;;Cuidad de Mexico;11870;Cuidad de Mexico;484;484;0;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;0;Mexico
Renny Conceptos S de RL de CV - Confeccion y Oficinas;Renny Conceptos S de RL de CV - Confeccion y Oficinas;MX;Francisco de Ayza # 307, entre Las Calles Roman Morales y Emiliano Zapata, Col. Belisario Domínguez;;;Guadalajara;44700;Jalisco;484;484;0;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;0;Mexico
Salvador Cervantes Godinez SA de CV;Salvador Cervantes Godinez SA de CV;MX;Luis Peniche # 3704, Colonia Beatriz Hernandez;;;Guadalajara;44760;Jalisco;484;484;0;1;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;0;Mexico
Salvador Cohen Achar SA de CV;Salvador Cohen Achar SA de CV;MX;Isabel La Catolica # 182, Local 1, Col. Obrera, Delegacion Cuahutemoc;;;Cuidad de Mexico;6800;Cuidad de Mexico;484;484;0;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;0;Mexico
Seamless Global Solutions SA de CV;Seamless Global Solutions SA de CV;MX;Calle Prolongación Esteban de Antuñano # 3, Col. Parque Industrial Ciudad Textil de Puebla - Huejotzingo;;;Huejotzingo;74160;Puebla;484;484;0;3;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;1;Mexico
Serigrafica industrial y comercial SA de CV;Serigrafica industrial y comercial SA de CV;MX;Naranjos 6-A, Col. San. Francisco Cuautlalpan, Naucalpan;;;Naucalpan;53370;Edomex;484;484;0;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;0;Mexico
Sfij Industrial SA de CV;Sfij Industrial SA de CV;MX;Av. Fresnos # 37, Col. Bosques de Ixtacala - Atizapan de Zaragoza, Edo. de México;;;Atizapan de Zaragoza;54919;Edomex;484;484;0;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;0;Mexico
Shoe (Edmundo Sosa López);Edmundo Sosa López SA de CV;MX;Francisco I. Madero No. 45 entre El Fresno y Jovit de la Calleja, CP 73887, Col. Barrio de Fresnillo,;;;Teziutlan;73815;Puebla;484;484;1;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;-9;0;Mexico
Soluciones en Confeccion K&A;Soluciones en Confeccion K&A;MX;Parque industrial S/N, Pueblo Contepec, Michoacán. ;;;Contepec;61024;Michoacán;484;484;0;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;1;Mexico
Sonata Calcetin SA de CV;Sonata Calcetin SA de CV;MX;Avenida Unión # 685, Col. El Zapote, Irapuato, ;;;Irapuato;36557;Guanajuato;484;484;0;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;0;Mexico
Sunshine Screen Print SA de CV;Sunshine Screen Print SA de CV;MX;Calle Antiguo Camino a La Resurrección # 10428, Bodega 34, Parque Industrial Resurrección;;;Puebla de Zaragoza;72920;Puebla;484;484;0;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;1;Mexico
Tattoo SA de CV;Tattoo SA de CV;MX;Calle Postes # 91, entre Av. Jardin y Paralela 7, Col. Molino de Santo Domingo, CP. 01130, Deleg. Álvaro Obregón;;;Obregón;1130;Cuidad de Mexico;484;484;0;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;0;Mexico
Techno Screen Printing SA de CV;Techno Screen Printing SA de CV;MX;Antiguo Camino a La Resurrección # 10428 Int 2, Parque Industrial Resurrección;;;Puebla de Zaragoza;72090;Puebla;484;484;0;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;1;Mexico
Techno Screen Printing SA de CV - 1534;Techno Screen Printing SA de CV;MX;Antiguo Camino a la Resurrección # 10428 Int 2, Parque Industrial Resurrección;;;Puebla de Zaragoza;72920;Puebla;484;484;1;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;-9;1;Mexico
Textiles Internacionales Riza SA de CV;Textiles Internacionales Riza SA de CV;MX;Blvd. Uriangato # 273, Col. La Joyita, CP. 3898;;;Uriangato;38980;Guanajuato;484;484;0;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;0;Mexico
Textiles Martarag SA de CV;Textiles Martarag SA de CV;MX;Rio Lerma # 8, Col. San Cayetano - San Juan del Rio, Queretaro;;;Santiago de Querétaro;76806;Querétaro;484;484;0;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;0;Mexico
Textiles Verariv de M xico SA de CV Pachuca;Textiles Verariv de Mexico SA de CV Pachuca;MX;Antigua Carretera México Pachuca # 104, Col. Infonavit Santa Julia, Pachuca;;;Pachuca de Soto;43200;Hidalgo;484;484;1;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;-9;0;Mexico
Textiyuc SA de CV;Textiyuc SA de CV;MX;Calle 22 # 135-C, Ixil;;;Ixil;97343;Yucatan;484;484;0;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;0;Mexico
Warehouse SA de CV;Warehouse SA de CV;MX;18 De Noviembre # 2246, Nave 1, entre 18 De Noviembre y Priv. Miguel Negrete, Col. Joaquin Colombres;;;Puebla de Zaragoza;72300;Puebla;484;484;0;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-9;0;Mexico
Zapata Apparel Quality SA de CV (Sucursal de San Raphael);Zapata Internacional Sa de CV;MX;Ramon Caballero # 1212, Col. San Rafael, Tehuacán;;;Tehuacán;72020;Puebla;484;484;1;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;-9;0;Mexico
Zapata Apparel SA de CV / Lavados de Exportacion Pino Suarez;Zapata Internacional Sa de CV / Lavados de Exportacion Pino Suarez;MX / MX;Av. Morelos S/N, Col. Pino Suárez ;;;Puebla de Zaragoza;72300;Puebla;484;1025;1;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;-9;0;Mexico
Zapata Apparel SA de CV;Zapata Internacional Sa de CV;MX;22 Oriente # 708, Col. Emiliano Zapata,;;;Tehuacán;72020;Puebla;484;484;1;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;-9;0;Mexico
Zaza Moda S.A. de C.V.;Zaza Moda SA de C.V.;MX;Año Juarez # 176, Col. Granjas San Antonio ;;;Iztacalco;9070;Cuidad de Mexico;484;484;0;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;-9;0;Mexico
Calcetines de Exportacion San Jose SA de CV;Calcetines de Exportacion San Jose SA de CV;MX;MIRASOLES 12 PUEBLA;;;Puebla de Zaragoza;72020;Puebla;484;484;0;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;56;0;Mexico
California Textile Sa de CV;Jowett Group;TW;CALIFORNIA 1768 SUR ESPERANZA, CD OBREGON;;;Caborca;85210;Sonora;484;158;1;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;1;69;0;Mexico
Campeche Sportswear Sa de CV;Fun-Tees Inc;US;ANTIGUA CARRETERA CAMPECHE-HAMPOLOL SAN FRANCISCO DE CAMPECHE;;;Campeche;24023;Campeche;484;840;1;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;0;-9;-9;-9;2;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;1;1;44;0;Mexico
Diaco Internacional SA de CV;Diaco Internacional SA de CV;MX;PARCELA 17, Z1, P-1 EX EJIDO CHAPULTEPEC ENSENADA;;;Tijuana;22785;Baja California;484;484;0;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;63;0;Mexico
Flex;Flextronics;US;CARRETERA BASE AREA #5850-4 GUADALAJARA JALISCO;;;Guadalajara;45136;Jalisco;484;840;1;3;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;3;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;1;53;0;Mexico
Leotex Textile Sa de CV;Jowett Group;TW;BLVD. C.T.M. S/N CD. OBREGON;;;Caborca;85097;Sonora;484;158;1;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;2;-9;-9;-9;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;3;2;1;82;0;Mexico
Manufacturas Kaltex S.A. De C.V. (Carretera Amealco);Grupo Kaltex;MX;RANCHO LOS MEJIA S/N SAN JUAN RÃ•O QUERÃ‰;;;Puebla de Zaragoza;76800;Puebla;484;484;1;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;2;-9;-9;-9;-9;2;-9;-9;-9;-9;0;-9;-9;-9;3;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;2;2;1;60;0;Mexico
Manufacturas Kaltex S.A. De C.V. (Planta Corte);Grupo Kaltex;MX;Rancho San Juan S/N, Barrio del Espíritu Santo ;;;San Juan Del Rio;76240;Querétaro;484;484;1;2;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;0;-9;-9;-9;3;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2;2;1;-9;0;Mexico
